Governo Federal 2018, Poderes Legislativo e Judiciário, Órgão Superior, UO, UG, Ação e PO;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
Filtro do relatório:;;;;;;;;;;;;;;;;;;;;;
({Esfera Orçamentária} = 1:ORCAMENTO FISCAL, 2:ORCAMENTO DE SEGURIDADE SOCIAL) E ({Mês Lançamento} = 014/2018) E ({Item Informação} = DOTACAO INICIAL, DOTACAO ATUALIZADA, DESPESAS EMPENHADAS, DESPESAS LIQUIDADAS, DESPESAS INSCRITAS EM RP NAO PROCESSADOS, DESPESAS PAGAS) E ({UO - Poder} = 1:PODER LEGISLATIVO, 2:PODER JUDICIARIO);;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
Páginas:;;;;;;;;;;;;;;;;;;;;;
Mês Lançamento: 014/2018;;;;;;;;;;;;;;;;;;;;;
Métrica: Saldo - R$ (Item Informação);;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
UO - Órgão Superior;;Unidade Orçamentária;;UG Executora;;Ação Governo;;Plano Orçamentário;;;;;;;Item Informação;9;13;23;25;27;28
15000;JUSTICA DO TRABALHO;15118;TRIBUNAL REGIONAL DO TRABALHO DA 17A. REGIAO;80019;TRIBUNAL REGIONAL DO TRABALHO DA 17A.REGIAO;4256;APRECIACAO DE CAUSAS NA JUSTICA DO TRABALHO;15118;2;122;571;4256;0;APRECIACAO DE CAUSAS NA JUSTICA DO TRABALHO - DESPESAS DIVERSAS;;27.292.684,00;27.244.184,00;24.387.714,17;22.301.763,81;2.085.950,36;22.261.108,81
15000;JUSTICA DO TRABALHO;15118;TRIBUNAL REGIONAL DO TRABALHO DA 17A. REGIAO;80019;TRIBUNAL REGIONAL DO TRABALHO DA 17A.REGIAO;4256;APRECIACAO DE CAUSAS NA JUSTICA DO TRABALHO;15118;2;122;571;4256;1;MANUTENCAO E GESTAO DOS SERVICOS E SISTEMAS DE TECNOLOGIA DA INFORMACAO;;1.669.339,00;1.470.339,00;1.470.054,78;1.408.834,64;61.220,14;1.408.834,64
15000;JUSTICA DO TRABALHO;15118;TRIBUNAL REGIONAL DO TRABALHO DA 17A. REGIAO;80019;TRIBUNAL REGIONAL DO TRABALHO DA 17A.REGIAO;4256;APRECIACAO DE CAUSAS NA JUSTICA DO TRABALHO;15118;2;122;571;4256;2;CAPACITACAO DE RECURSOS HUMANOS;;600.000,00;413.000,00;404.129,59;403.929,59;200;403.929,59
15000;JUSTICA DO TRABALHO;15118;TRIBUNAL REGIONAL DO TRABALHO DA 17A. REGIAO;80019;TRIBUNAL REGIONAL DO TRABALHO DA 17A.REGIAO;4256;APRECIACAO DE CAUSAS NA JUSTICA DO TRABALHO;15118;2;122;571;4256;5;FORMACAO E APERFEICOAMENTO DE MAGISTRADOS;;300.000,00;173.000,00;172.853,42;155.078,42;17.775,00;155.078,42
15000;JUSTICA DO TRABALHO;15119;TRIBUNAL REGIONAL DO TRABALHO DA 18A. REGIAO;80020;TRIBUNAL REGIONAL DO TRABALHO DA 18A.REGIAO;181;APOSENTADORIAS E PENSOES CIVIS DA UNIAO;15119;9;272;89;181;0;APOSENTADORIAS E PENSOES CIVIS DA UNIAO;;51.612.068,00;58.652.540,00;58.652.539,36;58.652.539,36;;58.652.539,36
15000;JUSTICA DO TRABALHO;15119;TRIBUNAL REGIONAL DO TRABALHO DA 18A. REGIAO;80020;TRIBUNAL REGIONAL DO TRABALHO DA 18A.REGIAO;09HB;CONTRIBUICAO DA UNIAO, DE SUAS AUTARQUIAS E FUNDACOES PARA O;15119;2;846;571;09HB;0;CONTRIBUICAO DA UNIAO, DE SUAS AUTARQUIAS E FUNDACOES PARA O CUSTEIO DO REGIME DE PREVIDENCIA DOS SERVIDORES PUBLICOS FEDERAIS;;61.564.166,00;61.564.166,00;53.873.769,30;53.873.769,30;;53.873.769,30
15000;JUSTICA DO TRABALHO;15119;TRIBUNAL REGIONAL DO TRABALHO DA 18A. REGIAO;80020;TRIBUNAL REGIONAL DO TRABALHO DA 18A.REGIAO;1B39;CONSTRUCAO DO COMPLEXO TRABALHISTA DO TRIBUNAL REGIONAL DO T;15119;2;122;571;1B39;0;CONSTRUCAO DO COMPLEXO TRABALHISTA DO TRIBUNAL REGIONAL DO TRABALHO DA 18. REGIAO EM GOIANIA - GO;;5.000.000,00;3.571.856,00;3.571.856,00;315.337,37;3.256.518,63;315.337,37
15000;JUSTICA DO TRABALHO;15119;TRIBUNAL REGIONAL DO TRABALHO DA 18A. REGIAO;80020;TRIBUNAL REGIONAL DO TRABALHO DA 18A.REGIAO;2004;ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPR;15119;2;301;571;2004;1;ASSISTENCIA MEDICA E ODONTOLOGICA DE CIVIS - COMPLEMENTACAO DA UNIAO;;10.953.996,00;11.872.246,00;11.872.118,06;11.872.118,06;;11.872.118,06
15000;JUSTICA DO TRABALHO;15119;TRIBUNAL REGIONAL DO TRABALHO DA 18A. REGIAO;80020;TRIBUNAL REGIONAL DO TRABALHO DA 18A.REGIAO;20TP;ATIVOS CIVIS DA UNIAO;15119;2;122;571;20TP;0;ATIVOS CIVIS DA UNIAO;;305.221.137,00;323.827.535,00;323.827.362,04;323.827.362,04;;323.827.362,04
15000;JUSTICA DO TRABALHO;15119;TRIBUNAL REGIONAL DO TRABALHO DA 18A. REGIAO;80020;TRIBUNAL REGIONAL DO TRABALHO DA 18A.REGIAO;212B;BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI;15119;2;331;571;212B;1;ASSISTENCIA PRE-ESCOLAR AOS DEPENDENTES DE SERVIDORES CIVIS E DE EMPREGADOS;;3.232.116,00;3.848.521,00;3.848.520,78;3.848.520,78;;3.848.520,78
15000;JUSTICA DO TRABALHO;15119;TRIBUNAL REGIONAL DO TRABALHO DA 18A. REGIAO;80020;TRIBUNAL REGIONAL DO TRABALHO DA 18A.REGIAO;212B;BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI;15119;2;331;571;212B;3;AUXILIO-TRANSPORTE DE CIVIS;;3.792,00;3.792,00;3.283,31;3.283,31;;3.283,31
15000;JUSTICA DO TRABALHO;15119;TRIBUNAL REGIONAL DO TRABALHO DA 18A. REGIAO;80020;TRIBUNAL REGIONAL DO TRABALHO DA 18A.REGIAO;212B;BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI;15119;2;331;571;212B;5;AUXILIO-ALIMENTACAO DE CIVIS;;16.744.728,00;16.978.366,00;16.977.993,18;16.977.993,18;;16.977.993,18
15000;JUSTICA DO TRABALHO;15119;TRIBUNAL REGIONAL DO TRABALHO DA 18A. REGIAO;80020;TRIBUNAL REGIONAL DO TRABALHO DA 18A.REGIAO;212B;BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI;15119;2;331;571;212B;9;AUXILIO-FUNERAL E NATALIDADE DE CIVIS;;94.152,00;103.088,00;103.087,14;103.087,14;;103.087,14
15000;JUSTICA DO TRABALHO;15119;TRIBUNAL REGIONAL DO TRABALHO DA 18A. REGIAO;80020;TRIBUNAL REGIONAL DO TRABALHO DA 18A.REGIAO;216H;AJUDA DE CUSTO PARA MORADIA OU AUXILIO-MORADIA A AGENTES PUB;15119;2;122;571;216H;0;AJUDA DE CUSTO PARA MORADIA OU AUXILIO-MORADIA A AGENTES PUBLICOS - DESPESAS DIVERSAS;;5.726.071,00;1.405.252,00;1.405.251,33;1.405.251,33;;1.405.251,33
15000;JUSTICA DO TRABALHO;15119;TRIBUNAL REGIONAL DO TRABALHO DA 18A. REGIAO;80020;TRIBUNAL REGIONAL DO TRABALHO DA 18A.REGIAO;216H;AJUDA DE CUSTO PARA MORADIA OU AUXILIO-MORADIA A AGENTES PUB;15119;2;122;571;216H;AMMM;AJUDA DE CUSTO PARA MORADIA A MAGISTRADOS E MEMBROS DO MINISTERIO PUBLICO - ATIVOS;;0;4.215.754,00;4.215.753,99;4.215.753,99;;4.215.753,99
15000;JUSTICA DO TRABALHO;15119;TRIBUNAL REGIONAL DO TRABALHO DA 18A. REGIAO;80020;TRIBUNAL REGIONAL DO TRABALHO DA 18A.REGIAO;216H;AJUDA DE CUSTO PARA MORADIA OU AUXILIO-MORADIA A AGENTES PUB;15119;2;122;571;216H;AMOA;AUXILIO-MORADIA PARA OUTROS AGENTES PUBLICOS - ATIVOS;;0;67.360,00;66.367,53;66.367,53;;66.367,53
15000;JUSTICA DO TRABALHO;15119;TRIBUNAL REGIONAL DO TRABALHO DA 18A. REGIAO;80020;TRIBUNAL REGIONAL DO TRABALHO DA 18A.REGIAO;2549;COMUNICACAO E DIVULGACAO INSTITUCIONAL;15119;2;131;571;2549;0;COMUNICACAO E DIVULGACAO INSTITUCIONAL;;357.994,00;302.540,00;302.540,00;302.540,00;;302.540,00
15000;JUSTICA DO TRABALHO;15119;TRIBUNAL REGIONAL DO TRABALHO DA 18A. REGIAO;80020;TRIBUNAL REGIONAL DO TRABALHO DA 18A.REGIAO;4224;ASSISTENCIA JURIDICA A PESSOAS CARENTES;15119;2;61;571;4224;0;ASSISTENCIA JURIDICA A PESSOAS CARENTES;;2.990.610,00;4.990.610,00;4.990.128,34;4.990.128,34;;4.990.128,34
15000;JUSTICA DO TRABALHO;15119;TRIBUNAL REGIONAL DO TRABALHO DA 18A. REGIAO;80020;TRIBUNAL REGIONAL DO TRABALHO DA 18A.REGIAO;4256;APRECIACAO DE CAUSAS NA JUSTICA DO TRABALHO;15119;2;122;571;4256;0;APRECIACAO DE CAUSAS NA JUSTICA DO TRABALHO - DESPESAS DIVERSAS;;32.165.437,00;33.097.228,00;33.096.467,81;31.440.069,64;1.656.398,17;31.436.129,64
15000;JUSTICA DO TRABALHO;15119;TRIBUNAL REGIONAL DO TRABALHO DA 18A. REGIAO;80020;TRIBUNAL REGIONAL DO TRABALHO DA 18A.REGIAO;4256;APRECIACAO DE CAUSAS NA JUSTICA DO TRABALHO;15119;2;122;571;4256;1;MANUTENCAO E GESTAO DOS SERVICOS E SISTEMAS DE TECNOLOGIA DA INFORMACAO;;2.020.716,00;2.023.135,00;2.023.134,27;1.966.875,89;56.258,38;1.966.875,89
15000;JUSTICA DO TRABALHO;15119;TRIBUNAL REGIONAL DO TRABALHO DA 18A. REGIAO;80020;TRIBUNAL REGIONAL DO TRABALHO DA 18A.REGIAO;4256;APRECIACAO DE CAUSAS NA JUSTICA DO TRABALHO;15119;2;122;571;4256;2;CAPACITACAO DE RECURSOS HUMANOS;;862.083,00;965.752,00;965.752,00;963.395,00;2.357,00;963.395,00
15000;JUSTICA DO TRABALHO;15119;TRIBUNAL REGIONAL DO TRABALHO DA 18A. REGIAO;80020;TRIBUNAL REGIONAL DO TRABALHO DA 18A.REGIAO;4256;APRECIACAO DE CAUSAS NA JUSTICA DO TRABALHO;15119;2;122;571;4256;3;MANUTENCAO DE VARAS ITINERANTES NA JUSTICA DO TRABALHO;;125.696,00;87.342,00;87.341,41;87.341,41;;87.341,41
15000;JUSTICA DO TRABALHO;15119;TRIBUNAL REGIONAL DO TRABALHO DA 18A. REGIAO;80020;TRIBUNAL REGIONAL DO TRABALHO DA 18A.REGIAO;4256;APRECIACAO DE CAUSAS NA JUSTICA DO TRABALHO;15119;2;122;571;4256;5;FORMACAO E APERFEICOAMENTO DE MAGISTRADOS;;699.810,00;781.588,00;781.588,00;780.988,00;600;780.988,00
15000;JUSTICA DO TRABALHO;15120;TRIBUNAL REGIONAL DO TRABALHO DA 19A. REGIAO;80022;TRIBUNAL REGIONAL DO TRABALHO DA 19A.REGIAO;181;APOSENTADORIAS E PENSOES CIVIS DA UNIAO;15120;9;272;89;181;0;APOSENTADORIAS E PENSOES CIVIS DA UNIAO;;22.000.000,00;23.731.976,00;23.731.975,12;23.731.975,12;;23.731.975,12
15000;JUSTICA DO TRABALHO;15120;TRIBUNAL REGIONAL DO TRABALHO DA 19A. REGIAO;80022;TRIBUNAL REGIONAL DO TRABALHO DA 19A.REGIAO;09HB;CONTRIBUICAO DA UNIAO, DE SUAS AUTARQUIAS E FUNDACOES PARA O;15120;2;846;571;09HB;0;CONTRIBUICAO DA UNIAO, DE SUAS AUTARQUIAS E FUNDACOES PARA O CUSTEIO DO REGIME DE PREVIDENCIA DOS SERVIDORES PUBLICOS FEDERAIS;;27.120.572,00;27.120.572,00;23.658.443,68;23.658.443,68;;23.658.443,68
15000;JUSTICA DO TRABALHO;15120;TRIBUNAL REGIONAL DO TRABALHO DA 19A. REGIAO;80022;TRIBUNAL REGIONAL DO TRABALHO DA 19A.REGIAO;15PE;CONSTRUCAO DO EDIFICIO-SEDE DA VARA DO TRABALHO DE CORURIPE;15120;2;122;571;15PE;0;CONSTRUCAO DO EDIFICIO-SEDE DA VARA DO TRABALHO DE CORURIPE - AL;;1.500.000,00;1.091.911,00;1.091.910,20;466.778,09;625.132,11;443.439,19
15000;JUSTICA DO TRABALHO;15120;TRIBUNAL REGIONAL DO TRABALHO DA 19A. REGIAO;80022;TRIBUNAL REGIONAL DO TRABALHO DA 19A.REGIAO;1N02;CONSTRUCAO DO EDIFICIO-SEDE DO FORUM TRABALHISTA DE MACEIO -;15120;2;122;571;1N02;0;CONSTRUCAO DO EDIFICIO-SEDE DO FORUM TRABALHISTA DE MACEIO - AL;;5.000.000,00;3.500.000,00;;;;
15000;JUSTICA DO TRABALHO;15120;TRIBUNAL REGIONAL DO TRABALHO DA 19A. REGIAO;80022;TRIBUNAL REGIONAL DO TRABALHO DA 19A.REGIAO;2004;ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPR;15120;2;301;571;2004;1;ASSISTENCIA MEDICA E ODONTOLOGICA DE CIVIS - COMPLEMENTACAO DA UNIAO;;5.743.080,00;5.743.080,00;5.743.080,00;5.741.580,55;1.499,45;5.741.580,55
15000;JUSTICA DO TRABALHO;15120;TRIBUNAL REGIONAL DO TRABALHO DA 19A. REGIAO;80022;TRIBUNAL REGIONAL DO TRABALHO DA 19A.REGIAO;20TP;ATIVOS CIVIS DA UNIAO;15120;2;122;571;20TP;0;ATIVOS CIVIS DA UNIAO;;134.293.641,00;141.213.028,00;141.212.117,98;141.212.117,98;;141.196.518,95
15000;JUSTICA DO TRABALHO;15120;TRIBUNAL REGIONAL DO TRABALHO DA 19A. REGIAO;80022;TRIBUNAL REGIONAL DO TRABALHO DA 19A.REGIAO;212B;BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI;15120;2;331;571;212B;1;ASSISTENCIA PRE-ESCOLAR AOS DEPENDENTES DE SERVIDORES CIVIS E DE EMPREGADOS;;1.189.212,00;1.355.056,00;1.355.056,00;1.338.647,11;16.408,89;1.338.647,11
15000;JUSTICA DO TRABALHO;15120;TRIBUNAL REGIONAL DO TRABALHO DA 19A. REGIAO;80022;TRIBUNAL REGIONAL DO TRABALHO DA 19A.REGIAO;212B;BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI;15120;2;331;571;212B;3;AUXILIO-TRANSPORTE DE CIVIS;;229.572,00;312.393,00;312.393,00;305.991,88;6.401,12;305.991,88
15000;JUSTICA DO TRABALHO;15120;TRIBUNAL REGIONAL DO TRABALHO DA 19A. REGIAO;80022;TRIBUNAL REGIONAL DO TRABALHO DA 19A.REGIAO;212B;BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI;15120;2;331;571;212B;5;AUXILIO-ALIMENTACAO DE CIVIS;;6.944.868,00;6.980.247,00;6.980.247,00;6.970.286,57;9.960,43;6.970.286,57
15000;JUSTICA DO TRABALHO;15120;TRIBUNAL REGIONAL DO TRABALHO DA 19A. REGIAO;80022;TRIBUNAL REGIONAL DO TRABALHO DA 19A.REGIAO;212B;BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI;15120;2;331;571;212B;9;AUXILIO-FUNERAL E NATALIDADE DE CIVIS;;75.900,00;50.900,00;39.730,54;37.389,79;2.340,75;37.389,79
15000;JUSTICA DO TRABALHO;15120;TRIBUNAL REGIONAL DO TRABALHO DA 19A. REGIAO;80022;TRIBUNAL REGIONAL DO TRABALHO DA 19A.REGIAO;216H;AJUDA DE CUSTO PARA MORADIA OU AUXILIO-MORADIA A AGENTES PUB;15120;2;122;571;216H;0;AJUDA DE CUSTO PARA MORADIA OU AUXILIO-MORADIA A AGENTES PUBLICOS - DESPESAS DIVERSAS;;2.679.171,00;669.793,00;669.792,69;669.792,69;;669.792,69
15000;JUSTICA DO TRABALHO;15120;TRIBUNAL REGIONAL DO TRABALHO DA 19A. REGIAO;80022;TRIBUNAL REGIONAL DO TRABALHO DA 19A.REGIAO;216H;AJUDA DE CUSTO PARA MORADIA OU AUXILIO-MORADIA A AGENTES PUB;15120;2;122;571;216H;AMMM;AJUDA DE CUSTO PARA MORADIA A MAGISTRADOS E MEMBROS DO MINISTERIO PUBLICO - ATIVOS;;0;2.009.378,00;2.009.378,00;2.009.378,00;;2.009.378,00
15000;JUSTICA DO TRABALHO;15120;TRIBUNAL REGIONAL DO TRABALHO DA 19A. REGIAO;80022;TRIBUNAL REGIONAL DO TRABALHO DA 19A.REGIAO;2549;COMUNICACAO E DIVULGACAO INSTITUCIONAL;15120;2;131;571;2549;0;COMUNICACAO E DIVULGACAO INSTITUCIONAL;;285.000,00;285.000,00;285.000,00;258.695,90;26.304,10;257.848,76
15000;JUSTICA DO TRABALHO;15120;TRIBUNAL REGIONAL DO TRABALHO DA 19A. REGIAO;80022;TRIBUNAL REGIONAL DO TRABALHO DA 19A.REGIAO;4224;ASSISTENCIA JURIDICA A PESSOAS CARENTES;15120;2;61;571;4224;0;ASSISTENCIA JURIDICA A PESSOAS CARENTES;;1.200.000,00;1.800.000,00;1.800.000,00;1.664.072,08;135.927,92;1.660.579,58
15000;JUSTICA DO TRABALHO;15120;TRIBUNAL REGIONAL DO TRABALHO DA 19A. REGIAO;80022;TRIBUNAL REGIONAL DO TRABALHO DA 19A.REGIAO;4256;APRECIACAO DE CAUSAS NA JUSTICA DO TRABALHO;15120;2;122;571;4256;0;APRECIACAO DE CAUSAS NA JUSTICA DO TRABALHO - DESPESAS DIVERSAS;;18.453.601,00;19.293.601,00;18.556.930,89;17.157.618,97;1.399.311,92;16.472.147,68
15000;JUSTICA DO TRABALHO;15120;TRIBUNAL REGIONAL DO TRABALHO DA 19A. REGIAO;80022;TRIBUNAL REGIONAL DO TRABALHO DA 19A.REGIAO;4256;APRECIACAO DE CAUSAS NA JUSTICA DO TRABALHO;15120;2;122;571;4256;1;MANUTENCAO E GESTAO DOS SERVICOS E SISTEMAS DE TECNOLOGIA DA INFORMACAO;;1.393.405,00;1.246.958,00;1.246.957,88;1.188.796,93;58.160,95;1.188.796,93
15000;JUSTICA DO TRABALHO;15120;TRIBUNAL REGIONAL DO TRABALHO DA 19A. REGIAO;80022;TRIBUNAL REGIONAL DO TRABALHO DA 19A.REGIAO;4256;APRECIACAO DE CAUSAS NA JUSTICA DO TRABALHO;15120;2;122;571;4256;2;CAPACITACAO DE RECURSOS HUMANOS;;300.000,00;350.000,00;318.194,44;316.794,44;1.400,00;316.794,44
15000;JUSTICA DO TRABALHO;15120;TRIBUNAL REGIONAL DO TRABALHO DA 19A. REGIAO;80022;TRIBUNAL REGIONAL DO TRABALHO DA 19A.REGIAO;4256;APRECIACAO DE CAUSAS NA JUSTICA DO TRABALHO;15120;2;122;571;4256;5;FORMACAO E APERFEICOAMENTO DE MAGISTRADOS;;100.000,00;110.000,00;109.990,43;109.990,43;;109.990,43
15000;JUSTICA DO TRABALHO;15121;TRIBUNAL REGIONAL DO TRABALHO DA 20A. REGIAO;80023;TRIBUNAL REGIONAL DO TRABALHO DA 20A.REGIAO;181;APOSENTADORIAS E PENSOES CIVIS DA UNIAO;15121;9;272;89;181;0;APOSENTADORIAS E PENSOES CIVIS DA UNIAO;;20.664.000,00;22.875.363,00;22.870.171,40;22.870.171,40;;22.870.171,40
15000;JUSTICA DO TRABALHO;15121;TRIBUNAL REGIONAL DO TRABALHO DA 20A. REGIAO;80023;TRIBUNAL REGIONAL DO TRABALHO DA 20A.REGIAO;09HB;CONTRIBUICAO DA UNIAO, DE SUAS AUTARQUIAS E FUNDACOES PARA O;15121;2;846;571;09HB;0;CONTRIBUICAO DA UNIAO, DE SUAS AUTARQUIAS E FUNDACOES PARA O CUSTEIO DO REGIME DE PREVIDENCIA DOS SERVIDORES PUBLICOS FEDERAIS;;22.281.990,00;22.281.990,00;19.194.464,04;19.194.464,04;;19.194.464,04
15000;JUSTICA DO TRABALHO;15121;TRIBUNAL REGIONAL DO TRABALHO DA 20A. REGIAO;80023;TRIBUNAL REGIONAL DO TRABALHO DA 20A.REGIAO;150K;AMPLIACAO DO ESTACIONAMENTO DO COMPLEXO DO TRIBUNAL REGIONAL;15121;2;122;571;150K;0;AMPLIACAO DO ESTACIONAMENTO DO COMPLEXO DO TRIBUNAL REGIONAL DO TRABALHO DA 20. REGIAO - SE;;2.600.000,00;2.600.000,00;1.424.592,08;841.532,37;583.059,71;841.532,37
15000;JUSTICA DO TRABALHO;15121;TRIBUNAL REGIONAL DO TRABALHO DA 20A. REGIAO;80023;TRIBUNAL REGIONAL DO TRABALHO DA 20A.REGIAO;2004;ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPR;15121;2;301;571;2004;1;ASSISTENCIA MEDICA E ODONTOLOGICA DE CIVIS - COMPLEMENTACAO DA UNIAO;;2.814.780,00;2.855.480,00;2.854.826,17;2.851.076,67;3.749,50;2.851.076,67
15000;JUSTICA DO TRABALHO;15121;TRIBUNAL REGIONAL DO TRABALHO DA 20A. REGIAO;80023;TRIBUNAL REGIONAL DO TRABALHO DA 20A.REGIAO;20TP;ATIVOS CIVIS DA UNIAO;15121;2;122;571;20TP;0;ATIVOS CIVIS DA UNIAO;;103.539.892,00;106.359.025,00;106.358.573,94;106.358.573,94;;106.358.146,56
15000;JUSTICA DO TRABALHO;15121;TRIBUNAL REGIONAL DO TRABALHO DA 20A. REGIAO;80023;TRIBUNAL REGIONAL DO TRABALHO DA 20A.REGIAO;212B;BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI;15121;2;331;571;212B;1;ASSISTENCIA PRE-ESCOLAR AOS DEPENDENTES DE SERVIDORES CIVIS E DE EMPREGADOS;;531.924,00;532.124,00;530.204,51;530.204,51;;530.204,51
15000;JUSTICA DO TRABALHO;15121;TRIBUNAL REGIONAL DO TRABALHO DA 20A. REGIAO;80023;TRIBUNAL REGIONAL DO TRABALHO DA 20A.REGIAO;212B;BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI;15121;2;331;571;212B;3;AUXILIO-TRANSPORTE DE CIVIS;;1.200,00;0;;;;
15000;JUSTICA DO TRABALHO;15121;TRIBUNAL REGIONAL DO TRABALHO DA 20A. REGIAO;80023;TRIBUNAL REGIONAL DO TRABALHO DA 20A.REGIAO;212B;BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI;15121;2;331;571;212B;5;AUXILIO-ALIMENTACAO DE CIVIS;;4.839.180,00;4.864.680,00;4.857.819,00;4.857.819,00;;4.857.819,00
15000;JUSTICA DO TRABALHO;15121;TRIBUNAL REGIONAL DO TRABALHO DA 20A. REGIAO;80023;TRIBUNAL REGIONAL DO TRABALHO DA 20A.REGIAO;212B;BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI;15121;2;331;571;212B;9;AUXILIO-FUNERAL E NATALIDADE DE CIVIS;;84.816,00;19.616,00;5.274,00;5.274,00;;5.274,00
15000;JUSTICA DO TRABALHO;15121;TRIBUNAL REGIONAL DO TRABALHO DA 20A. REGIAO;80023;TRIBUNAL REGIONAL DO TRABALHO DA 20A.REGIAO;216H;AJUDA DE CUSTO PARA MORADIA OU AUXILIO-MORADIA A AGENTES PUB;15121;2;122;571;216H;0;AJUDA DE CUSTO PARA MORADIA OU AUXILIO-MORADIA A AGENTES PUBLICOS - DESPESAS DIVERSAS;;1.943.713,00;315.197,00;315.196,56;315.196,56;;315.196,56
15000;JUSTICA DO TRABALHO;15121;TRIBUNAL REGIONAL DO TRABALHO DA 20A. REGIAO;80023;TRIBUNAL REGIONAL DO TRABALHO DA 20A.REGIAO;216H;AJUDA DE CUSTO PARA MORADIA OU AUXILIO-MORADIA A AGENTES PUB;15121;2;122;571;216H;AMMM;AJUDA DE CUSTO PARA MORADIA A MAGISTRADOS E MEMBROS DO MINISTERIO PUBLICO - ATIVOS;;0;1.606.911,00;1.606.909,34;1.606.909,34;;1.606.909,34
15000;JUSTICA DO TRABALHO;15121;TRIBUNAL REGIONAL DO TRABALHO DA 20A. REGIAO;80023;TRIBUNAL REGIONAL DO TRABALHO DA 20A.REGIAO;2549;COMUNICACAO E DIVULGACAO INSTITUCIONAL;15121;2;131;571;2549;0;COMUNICACAO E DIVULGACAO INSTITUCIONAL;;530.117,00;415.117,00;409.560,44;409.560,44;;409.560,44
15000;JUSTICA DO TRABALHO;15121;TRIBUNAL REGIONAL DO TRABALHO DA 20A. REGIAO;80023;TRIBUNAL REGIONAL DO TRABALHO DA 20A.REGIAO;4224;ASSISTENCIA JURIDICA A PESSOAS CARENTES;15121;2;61;571;4224;0;ASSISTENCIA JURIDICA A PESSOAS CARENTES;;1.200.000,00;1.320.000,00;1.319.700,76;1.319.700,76;;1.319.700,76
15000;JUSTICA DO TRABALHO;15121;TRIBUNAL REGIONAL DO TRABALHO DA 20A. REGIAO;80023;TRIBUNAL REGIONAL DO TRABALHO DA 20A.REGIAO;4256;APRECIACAO DE CAUSAS NA JUSTICA DO TRABALHO;15121;2;122;571;4256;0;APRECIACAO DE CAUSAS NA JUSTICA DO TRABALHO - DESPESAS DIVERSAS;;20.964.052,00;21.280.657,00;19.378.114,27;18.331.282,21;1.046.832,06;18.328.224,21
15000;JUSTICA DO TRABALHO;15121;TRIBUNAL REGIONAL DO TRABALHO DA 20A. REGIAO;80023;TRIBUNAL REGIONAL DO TRABALHO DA 20A.REGIAO;4256;APRECIACAO DE CAUSAS NA JUSTICA DO TRABALHO;15121;2;122;571;4256;1;MANUTENCAO E GESTAO DOS SERVICOS E SISTEMAS DE TECNOLOGIA DA INFORMACAO;;1.452.954,00;1.452.954,00;1.299.540,29;1.276.277,61;23.262,68;1.276.277,61
15000;JUSTICA DO TRABALHO;15121;TRIBUNAL REGIONAL DO TRABALHO DA 20A. REGIAO;80023;TRIBUNAL REGIONAL DO TRABALHO DA 20A.REGIAO;4256;APRECIACAO DE CAUSAS NA JUSTICA DO TRABALHO;15121;2;122;571;4256;2;CAPACITACAO DE RECURSOS HUMANOS;;1.127.468,00;787.468,00;705.145,96;611.421,16;93.724,80;611.421,16
15000;JUSTICA DO TRABALHO;15121;TRIBUNAL REGIONAL DO TRABALHO DA 20A. REGIAO;80023;TRIBUNAL REGIONAL DO TRABALHO DA 20A.REGIAO;4256;APRECIACAO DE CAUSAS NA JUSTICA DO TRABALHO;15121;2;122;571;4256;5;FORMACAO E APERFEICOAMENTO DE MAGISTRADOS;;205.002,00;245.002,00;234.744,03;233.594,03;1.150,00;233.594,03
